name,name_hash,toc_file,pack,handle,string_id,value,status
IDS_CHALLENGES_PROMPT_COMPLETE_DESC2,0x6116B8CF,packTOC_xga.dat,pack0_core_xga,0x21FF0260,0x0260,"Congratulations. Your bros have helped you unlock more rewards for:

'%s'

 Touch the challenge to see the reward info.",resolved
IDS_CHALLENGES_PROMPT_COMPLETE_DESC3,0x6116B8CE,packTOC_xga.dat,pack0_core_xga,0x21FF0261,0x0261,"
Invite more bros to earn better rewards.",resolved
IDS_CHALLENGES_PROMPT_COMPLETE_TITLE,0x61067F48,packTOC_xga.dat,pack0_core_xga,0x21FF025E,0x025E,Bro-Op Challenge Completed!,resolved
IDS_CHALLENGES_PUSH_NOTIF,0x713D0ED3,packTOC_xga.dat,pack0_core_xga,0x21FF0255,0x0255,%s needs your help with the '%s' Bro-Op Challenge!,resolved
IDS_CHALLENGES_REQUEST,0xEC54D81E,packTOC_xga.dat,pack0_core_xga,0x21FF0256,0x0256, needs help with this bro-op challenge!,resolved
IDS_CHALLENGES_REQUEST_ANONYMOUS,0xFF65816C,packTOC_xga.dat,pack0_core_xga,0x21FF0259,0x0259,Your bros need help with this bro-op challenge!,resolved
IDS_CHALLENGES_REQUEST_COMPLETE,0x2EC901B0,packTOC_xga.dat,pack0_core_xga,0x21FF025A,0x025A,You and your bros have completed this bro-op challenge.,resolved
IDS_CHALLENGES_REQUESTS1,0x54D81BE3,packTOC_xga.dat,pack0_core_xga,0x21FF0257,0x0257, and %i bro need help with this bro-op challenge!,resolved
IDS_CHALLENGES_REQUESTS2,0x54D81BE0,packTOC_xga.dat,pack0_core_xga,0x21FF0258,0x0258, and %i bros need help with this bro-op challenge!,resolved
IDS_CHALLENGES_REWARD_COLLECTED,0xEDB9860D,packTOC_xga.dat,pack0_core_xga,0x21FF0251,0x0251,Completed!,resolved
IDS_CHALLENGES_REWARD_SOLO,0x8E609BDC,packTOC_xga.dat,pack0_core_xga,0x21FF024D,0x024D,Solo Reward,resolved
IDS_CHALLENGES_REWARD_TIER_COMPLETED,0xD89B542D,packTOC_xga.dat,pack0_core_xga,0x21FF0252,0x0252,Complete Solo Challenge,resolved
IDS_CHALLENGES_REWARD_TIER1,0xE60EC529,packTOC_xga.dat,pack0_core_xga,0x21FF024E,0x024E,Complete for reward,resolved
IDS_CHALLENGES_REWARD_TIER2,0xE60EC52A,packTOC_xga.dat,pack0_core_xga,0x21FF024F,0x024F,Recruit %i bros for reward,resolved
IDS_CHALLENGES_SIDEBAR_TITLE,0x3D47405B,packTOC_xga.dat,pack0_core_xga,0x21FF0243,0x0243,Rewards,resolved
IDS_CHALLENGES_TITLE,0x7AE8904D,packTOC_xga.dat,pack0_core_xga,0x21FF0241,0x0241,Bro-Op Challenges,resolved
IDS_CONVERT_SOFT_TO_HARD_FAIL_BODY,0x875FAFDD,packTOC_xga.dat,pack0_core_xga,0x21FF049B,0x049B,You do not have enough coins to convert into War Bucks!,resolved
IDS_CONVERT_SOFT_TO_HARD_FAIL_TITLE,0x75EC9CCD,packTOC_xga.dat,pack0_core_xga,0x21FF049A,0x049A,Insufficient Funds!,resolved
IDS_COPYRIGHT_TEXT_FORMATTED,0xC6D07DF0,packTOC_xga.dat,pack0_core_xga,0x21FF0299,0x0299,"

(C)2010-2011 Glu Mobile Inc. All Rights Reserved.

Glu, the 'Gman' Logo and 'Gun Bros.' are trademarks or registered trademarks of Glu Mobile Inc. in the U.S. and/or other countries.

Use of this software is subject to Glu's terms of use and privacy policy located at www.glu.com.
For questions or support: we are here to help, please visit our support site http://www.glu.com/support to contact us",resolved
IDS_COPYRIGHT_TEXT_PLAIN,0x6DF2E59E,packTOC_xga.dat,pack0_core_xga,0x21FF0296,0x0296,"

(C)2010-2011 Glu Mobile Inc. All Rights Reserved.

Glu, the 'Gman' Logo and 'Gun Bros.' are trademarks or registered trademarks of Glu Mobile Inc. in the U.S. and/or other countries.

Use of this software is subject to Glu's terms of use and privacy policy located at www.glu.com.
For questions or support: we are here to help, please visit our support site http://www.glu.com/support to contact us",resolved
IDS_DISMISS,0xB0C76175,packTOC_xga.dat,pack0_core_xga,0x21FF0169,0x0169,Dismiss,resolved
IDS_DOCKED_STICKS_BODY,0x13ABA61F,packTOC_xga.dat,pack0_core_xga,0x21FF017C,0x017C,"
^f1Docked Sticks
^f0
Docks the control sticks at the bottom of the screen.",resolved
IDS_DOCKED_STICKS_OFF_GAME,0x7F3D2A3E,packTOC_xga.dat,pack0_core_xga,0x21FF015D,0x015D,Stick Type B,resolved
IDS_DOCKED_STICKS_ON_GAME,0xB76B545F,packTOC_xga.dat,pack0_core_xga,0x21FF015C,0x015C,Stick Type A,resolved
IDS_EXIT_BODY,0xCC867DA9,packTOC_xga.dat,pack0_core_xga,0x21FF0185,0x0185,"
^f1Surrender
^f0
Are you sure you want to take the coward's way out?

Surrendering will reset your Xplodium multiplier and you will lose your progress in the current wave.",resolved
IDS_EXIT_TITLE,0xCB71AB89,packTOC_xga.dat,pack0_core_xga,0x21FF0184,0x0184,Surrender,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack0_core_xga,0x21FF0167,0x0167,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack1_xga,0x21FF0244,0x0244,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack3_xga,0x21FF025E,0x025E,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack4_xga,0x21FF0586,0x0586,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack5_xga,0x21FF03EF,0x03EF,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack7_xga,0x21FF01BD,0x01BD,Experience,resolved
IDS_EXPERIENCE,0x4ABC7178,packTOC_xga.dat,pack9_xga,0x21FF01A0,0x01A0,Experience,resolved
IDS_FACEBOOK_LOGIN,0xD59DD464,packTOC_xga.dat,pack0_core_xga,0x21FF016B,0x016B,FB Login,resolved
IDS_FACEBOOK_LOGIN_BODY,0x161632C4,packTOC_xga.dat,pack0_core_xga,0x21FF017E,0x017E,"
^f1Facebook
^f0
Log IN or OUT of Facebook.",resolved
IDS_FACEBOOK_LOGOUT,0x59DD51A9,packTOC_xga.dat,pack0_core_xga,0x21FF016C,0x016C,FB Logout,resolved
IDS_FRIEND_ACTIVE_TITLE,0x07AD25E5,packTOC_xga.dat,pack0_core_xga,0x21FF01EE,0x01EE,On Duty Bro,resolved
IDS_FRIEND_BUFFS_TITLE,0xF5D01CA1,packTOC_xga.dat,pack0_core_xga,0x21FF01F0,0x01F0,Bro Buffs,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack0_core_xga,0x21FF01EB,0x01EB,Brothers,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack1_xga,0x21FF026C,0x026C,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack3_xga,0x21FF0286,0x0286,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack4_xga,0x21FF05AE,0x05AE,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack5_xga,0x21FF0417,0x0417,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack7_xga,0x21FF01E5,0x01E5,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY1,0x76D2D77D,packTOC_xga.dat,pack9_xga,0x21FF01C8,0x01C8,PowerEnvelope,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack0_core_xga,0x21FF01EC,0x01EC,Bro-Buffs,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack1_xga,0x21FF026D,0x026D,LaserKatana,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack3_xga,0x21FF0287,0x0287,LaserKatana,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack4_xga,0x21FF05AF,0x05AF,LaserKatana,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack5_xga,0x21FF0418,0x0418,LaserKatana,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack7_xga,0x21FF01E6,0x01E6,LaserKatana,resolved
IDS_FRIEND_CATEGORY2,0x76D2D77E,packTOC_xga.dat,pack9_xga,0x21FF01C9,0x01C9,LaserKatana,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack0_core_xga,0x21FF01ED,0x01ED,Rewards,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack1_xga,0x21FF026E,0x026E,Nomallonious,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack3_xga,0x21FF0288,0x0288,Nomallonious,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack4_xga,0x21FF05B0,0x05B0,Nomallonious,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack5_xga,0x21FF0419,0x0419,Nomallonious,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack7_xga,0x21FF01E7,0x01E7,Nomallonious,resolved
IDS_FRIEND_CATEGORY3,0x76D2D77F,packTOC_xga.dat,pack9_xga,0x21FF01CA,0x01CA,Nomallonious,resolved
IDS_FRIEND_DAILYBONUS,0xB5D1B6B5,packTOC_xga.dat,pack0_core_xga,0x21FF0202,0x0202,Gift Available,resolved
IDS_FRIEND_DAILYBONUS_USED,0x6B01550F,packTOC_xga.dat,pack0_core_xga,0x21FF0203,0x0203,Next Gift In,resolved
IDS_FRIEND_DEFAULT_BRO1,0x3E16C489,packTOC_xga.dat,pack0_core_xga,0x21FF01FF,0x01FF,Percy Gun,resolved
IDS_FRIEND_DEFAULT_BRO2,0x3E16C48A,packTOC_xga.dat,pack0_core_xga,0x21FF0200,0x0200,Francis Gun,resolved
IDS_FRIEND_ENLIST_DESC,0x056BDAED,packTOC_xga.dat,pack0_core_xga,0x21FF0207,0x0207,Invite your friends' brothers to fight by your side! Login or create a Game Center or Facebook account to access the Brotherhood.,resolved
IDS_FRIEND_LEVEL,0x70D334D9,packTOC_xga.dat,pack0_core_xga,0x21FF01FD,0x01FD,Level ,resolved
IDS_FRIEND_LIST_NEXT,0xF0DAD007,packTOC_xga.dat,pack0_core_xga,0x21FF01FB,0x01FB,Next Brothers,resolved
IDS_FRIEND_LIST_PREV,0xF0DB26D5,packTOC_xga.dat,pack0_core_xga,0x21FF01FC,0x01FC,Previous Brothers,resolved
IDS_FRIEND_OFFLINE,0xD0144AD5,packTOC_xga.dat,pack0_core_xga,0x21FF0205,0x0205,Offline,resolved
IDS_FRIEND_OFFLINE_DESC,0xFD060137,packTOC_xga.dat,pack0_core_xga,0x21FF0208,0x0208,Invite your friends' brothers to fight by your side! You must be connected to a network and logged into Game Center or Facebook to access the Brotherhood.,resolved
IDS_FRIEND_POWER_ARMOUR,0x5C4A635E,packTOC_xga.dat,pack0_core_xga,0x21FF01F4,0x01F4,Armor,resolved
IDS_FRIEND_POWER_DAILY_BONUS,0x09787B91,packTOC_xga.dat,pack0_core_xga,0x21FF01FA,0x01FA,Daily Bonus,resolved
IDS_FRIEND_POWER_DAMAGE,0x5C096C69,packTOC_xga.dat,pack0_core_xga,0x21FF01F3,0x01F3,Damage,resolved
IDS_FRIEND_POWER_DROP_RATE,0xA5CFACC4,packTOC_xga.dat,pack0_core_xga,0x21FF01F7,0x01F7,Drop Rate,resolved
IDS_FRIEND_POWER_EXPERIENCE,0xB9318674,packTOC_xga.dat,pack0_core_xga,0x21FF01F8,0x01F8,Experience,resolved
IDS_FRIEND_POWER_FRIEND_COUNT_PLURAL,0x95A4BFE5,packTOC_xga.dat,pack0_core_xga,0x21FF01F1,0x01F1,%d Friends,resolved
IDS_FRIEND_POWER_FRIEND_COUNT_SINGLE,0x95901A3C,packTOC_xga.dat,pack0_core_xga,0x21FF01F2,0x01F2,%d Friend,resolved
IDS_FRIEND_POWER_REFINERY_OUTPUT,0x1D7D5AF1,packTOC_xga.dat,pack0_core_xga,0x21FF01F6,0x01F6,Refine Payout,resolved
IDS_FRIEND_POWER_SPEED,0xC4D68E81,packTOC_xga.dat,pack0_core_xga,0x21FF01F5,0x01F5,Speed,resolved
IDS_FRIEND_POWER_XPLODIUM,0xD87250A0,packTOC_xga.dat,pack0_core_xga,0x21FF01F9,0x01F9,Xplodium,resolved
IDS_FRIEND_RESERVE_TITLE,0x506DF14F,packTOC_xga.dat,pack0_core_xga,0x21FF01EF,0x01EF,Reserve,resolved
IDS_FRIEND_RETRY,0x70CD37BC,packTOC_xga.dat,pack0_core_xga,0x21FF0206,0x0206,Retry,resolved
IDS_GREETING_BRO1,0xCC99169C,packTOC_xga.dat,pack0_core_xga,0x21FF023A,0x023A,%i Rewards Available,resolved
IDS_GREETING_BRO2,0xCC99169F,packTOC_xga.dat,pack0_core_xga,0x21FF023B,0x023B,%i/%i Bro-Buffs,resolved
IDS_GREETING_OFFLINE_BROTHERHOOD,0x5D6FE1C8,packTOC_xga.dat,pack0_core_xga,0x21FF023E,0x023E,Login or create a Game Center or Facebook account to access the Brotherhood.,resolved
IDS_GREETING_OFFLINE_CHALLENGES,0xCD9731AD,packTOC_xga.dat,pack0_core_xga,0x21FF023D,0x023D,Login or create a Game Center or Facebook account for better Bro-Op rewards.,resolved
IDS_GREETING_OFFLINE_TITLE,0x693DECD4,packTOC_xga.dat,pack0_core_xga,0x21FF023C,0x023C,Play Online for Rewards,resolved
IDS_GREETING_OPS1,0xCC99C55C,packTOC_xga.dat,pack0_core_xga,0x21FF0238,0x0238,%i Bro Requests,resolved
IDS_GREETING_OPS2,0xCC99C55F,packTOC_xga.dat,pack0_core_xga,0x21FF0239,0x0239,%i New Ops Available,resolved
IDS_GREETING_TITLE1,0x986C75AD,packTOC_xga.dat,pack0_core_xga,0x21FF0235,0x0235,Play Gun Bros Every Day!,resolved
IDS_GREETING_TITLE2,0x986C75AE,packTOC_xga.dat,pack0_core_xga,0x21FF0236,0x0236,Bro-Ops,resolved
IDS_GREETING_TITLE3,0x986C75AF,packTOC_xga.dat,pack0_core_xga,0x21FF0237,0x0237,Brotherhood,resolved
IDS_HELP_BODY,0x19C67DA5,packTOC_xga.dat,pack0_core_xga,0x21FF0188,0x0188,"
^f1Help
^f0
Read up on how to play Gun Bros.

Remember, knowledge is half the battle...
The other half being ginormous guns.",resolved
IDS_HELP_BRO_BUFFS_BODY,0x450B7C70,packTOC_xga.dat,pack0_core_xga,0x21FF01A0,0x01A0,"
^f1Bro Buffs
^f0
- Add Friends to Increase your Buffs! Each time a Gamecenter or Facebook friend joins the game, you'll get a stat boost.",resolved
IDS_HELP_BRO_BUFFS_TITLE,0x50A1B61E,packTOC_xga.dat,pack0_core_xga,0x21FF019F,0x019F,Bro Buffs,resolved
IDS_HELP_BRO_OPS_BODY,0xBD2D0B0E,packTOC_xga.dat,pack0_core_xga,0x21FF019E,0x019E,"
^f1Bro Ops
^f0
-  Complete a Bro Op Challenge on your own to earn the first reward.

- Send invites to Bros in your Brotherhood. If 1 of your friends completes the challenge, you'll get the second reward. If two friends complete the challenge you'll get the third reward.

- Check the Requests section to see which Bro Op Challenges your friends would like you to complete.

- Bro Ops change Daily, check back for new challenges and new rewards!",resolved
IDS_HELP_BRO_OPS_TITLE,0xD1C6C1FE,packTOC_xga.dat,pack0_core_xga,0x21FF019D,0x019D,Bro Ops,resolved
